Format Version,1.23,Take Name,Take 2025-07-31 10.02.01 AM,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2025-07-31 10.02.01.598 AM,Total Frames in Take,1139,Total Exported Frames,1139,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
21,0.350000,41.551224,78.039955,-40.670261,0.811645,0.950877,0.432489
22,0.366667,41.096218,77.369667,-41.291348,0.814840,0.952280,0.437887
23,0.383333,42.616173,77.111153,-42.789814,0.818255,0.952904,0.441782
24,0.400000,39.318340,77.359825,-38.844757,0.823915,0.953447,0.444217
25,0.416667,38.749817,77.060837,-37.517818,0.828644,0.953866,0.446866
26,0.433333,38.746586,76.853966,-38.409035,0.833009,0.954152,0.451574
27,0.450000,36.584042,76.969124,-37.832092,0.838315,0.954358,0.457103
28,0.466667,,,,,,
29,0.483333,33.372627,77.038803,-34.206699,0.848858,0.954396,0.462282
30,0.500000,31.522781,77.250969,-31.239458,0.854949,0.953708,0.462991
31,0.516667,30.213526,77.063416,-31.644754,0.859490,0.954586,0.468148
32,0.533333,26.570702,77.065666,-27.753998,0.866175,0.955341,0.470154
33,0.550000,26.597137,77.138153,-27.338982,0.871937,0.954692,0.471653
34,0.566667,25.290409,77.016235,-26.541996,0.877558,0.954498,0.473919
35,0.583333,21.861525,77.223259,-21.639410,0.885192,0.952900,0.473153
36,0.600000,25.005604,76.597649,-25.852547,0.889010,0.953924,0.476081
37,0.616667,22.550249,76.529228,-23.808746,0.895324,0.953645,0.477676
38,0.633333,20.622410,76.263771,-22.093594,0.902038,0.953302,0.478711
39,0.650000,17.740622,76.371956,-19.407568,0.908081,0.953758,0.479551
40,0.666667,17.122971,76.468712,-18.273113,0.914135,0.953492,0.479020
41,0.683333,13.854127,76.261154,-15.991517,0.920700,0.953612,0.480317
42,0.700000,11.662423,76.724045,-12.989902,0.927352,0.952562,0.478545
43,0.716667,11.400144,76.694145,-11.866427,0.933418,0.952968,0.477327
44,0.733333,8.998498,76.375542,-10.179546,0.939593,0.953020,0.477392
45,0.750000,9.452273,76.271866,-10.824446,0.945139,0.953009,0.476699
46,0.766667,8.828179,75.963760,-9.556543,0.951528,0.952771,0.474399
47,0.783333,8.756714,75.974937,-9.227628,0.956837,0.952774,0.472344
48,0.800000,6.115715,76.007431,-6.073728,0.963654,0.952570,0.469714
49,0.816667,6.344526,75.714821,-7.289010,0.967841,0.952928,0.468915
50,0.833333,5.121852,75.657509,-6.040128,0.973598,0.952266,0.466412
51,0.850000,3.316034,75.762146,-2.931466,0.980366,0.951809,0.462069
52,0.866667,2.655180,75.792061,-2.932955,0.984348,0.952434,0.460207
53,0.883333,0.219491,75.301582,-0.618793,0.990322,0.952095,0.457584
54,0.900000,0.537429,75.235085,-0.471201,0.995220,0.951205,0.453471
55,0.916667,0.813716,75.322014,-0.962336,0.999406,0.951167,0.449748
56,0.933333,0.762988,75.244965,-0.165321,1.003893,0.951066,0.445272
57,0.950000,-0.028405,74.583389,-0.022010,1.008652,0.950526,0.442203
58,0.966667,0.016479,74.687187,0.295863,1.012426,0.949756,0.437219
59,0.983333,0.359884,74.510529,-0.029057,1.016619,0.949280,0.433165
60,1.000000,1.213811,74.555557,-0.281881,1.019891,0.948592,0.427333
61,1.016667,-0.642097,74.730240,2.873835,1.024402,0.948306,0.420974
62,1.033333,-1.372215,74.258469,3.217388,1.027459,0.947418,0.416299
63,1.050000,-5.146275,74.263809,7.877872,1.032481,0.946990,0.410303
64,1.066667,-3.596730,74.133324,5.796591,1.034053,0.946139,0.405349
65,1.083333,-1.645032,74.051636,3.889123,1.035491,0.945698,0.399965
66,1.100000,-2.218143,74.207291,5.631028,1.039147,0.945093,0.392801
67,1.116667,-2.742301,73.755859,5.859720,1.041053,0.945077,0.387760
68,1.133333,-1.322840,73.728378,4.352376,1.042836,0.944461,0.381704
69,1.150000,-2.195808,73.569336,5.861071,1.044455,0.943941,0.375032
70,1.166667,-2.513188,73.259270,6.357941,1.045817,0.944310,0.368685
71,1.183333,-3.203117,73.101730,7.760278,1.047157,0.943604,0.361426
72,1.200000,-1.083787,73.534477,5.842102,1.047006,0.943631,0.355054
73,1.216667,-2.478462,73.351143,6.586397,1.047809,0.943355,0.349487
74,1.233333,-2.061671,73.351852,7.056467,1.047971,0.943240,0.342075
75,1.250000,-4.603453,73.108704,9.424522,1.048795,0.943060,0.336087
76,1.266667,-1.920682,73.203102,6.871416,1.048212,0.942291,0.329473
77,1.283333,-3.347711,72.833717,8.430798,1.048134,0.941887,0.322737
78,1.300000,0.409655,72.860023,5.515453,1.045976,0.941294,0.314861
79,1.316667,0.607290,73.009171,5.454839,1.045799,0.940086,0.308170
80,1.333333,0.682061,72.672997,4.962666,1.043989,0.939815,0.302588
81,1.350000,2.978362,72.972313,3.707901,1.042272,0.938788,0.294515
82,1.366667,2.282776,72.622101,3.910464,1.040363,0.937731,0.288800
83,1.383333,3.525069,72.637909,2.715911,1.037692,0.937278,0.282385
84,1.400000,4.161411,72.602997,2.730931,1.035681,0.936377,0.274900
85,1.416667,3.161372,72.598114,3.602885,1.033468,0.935336,0.268905
86,1.433333,5.332032,72.275963,0.928038,1.029878,0.934181,0.263549
87,1.450000,4.170248,72.269150,2.976934,1.028366,0.932928,0.256426
88,1.466667,5.022227,72.216827,2.096841,1.024686,0.932277,0.250389
89,1.483333,8.061624,72.072639,-0.540002,1.020683,0.930801,0.243915
90,1.500000,7.041138,71.972389,0.559303,1.017814,0.929941,0.238066
91,1.516667,8.342413,71.694092,-0.273907,1.013967,0.929202,0.231673
92,1.533333,10.813688,71.968719,-2.512295,1.009243,0.928910,0.225750
93,1.550000,10.178694,71.929604,-1.558163,1.005569,0.928255,0.220311
94,1.566667,11.182005,71.945351,-2.237993,1.001382,0.928412,0.214571
95,1.583333,10.569547,71.629120,-1.809606,0.997186,0.928416,0.209625
96,1.600000,11.034308,71.948715,-1.874940,0.992617,0.929219,0.204278
97,1.616667,12.021736,71.725601,-3.345753,0.987628,0.929335,0.200254
98,1.633333,8.404303,71.311867,0.719076,0.984257,0.929610,0.194865
99,1.650000,13.077094,71.382736,-3.918836,0.977718,0.931562,0.190576
100,1.666667,12.393474,71.379959,-2.951763,0.972988,0.932752,0.186148
101,1.683333,14.075658,71.168106,-5.153308,0.967754,0.933908,0.182722
102,1.700000,14.055799,71.124138,-5.489332,0.962004,0.935171,0.179378
103,1.716667,14.340658,71.028618,-5.231209,0.957102,0.936247,0.175371
104,1.733333,14.875884,70.921410,-6.005984,0.951596,0.937071,0.172071
105,1.750000,14.826143,70.857903,-5.822141,0.945996,0.938287,0.168921
106,1.766667,15.858725,70.834496,-7.146486,0.939786,0.938831,0.166158
107,1.783333,16.504757,70.728882,-7.570716,0.934555,0.939451,0.162829
108,1.800000,16.886671,70.797943,-7.846747,0.928900,0.939984,0.160364
109,1.816667,17.225964,70.565865,-7.988530,0.923158,0.939743,0.157510
110,1.833333,18.663078,70.396172,-9.123879,0.917330,0.940231,0.154475
111,1.850000,19.064724,70.263680,-9.521576,0.911124,0.940773,0.152788
112,1.866667,19.584219,70.020500,-9.783806,0.905746,0.940558,0.150487
113,1.883333,19.204952,70.167213,-9.149422,0.900481,0.941337,0.148579
114,1.900000,21.500244,69.642944,-12.413320,0.893155,0.940997,0.148337
115,1.916667,21.873575,69.657829,-12.441739,0.887636,0.941149,0.146832
116,1.933333,21.699717,69.576035,-12.197906,0.882422,0.940690,0.145566
117,1.950000,21.409584,69.447525,-11.855682,0.876730,0.940979,0.144895
118,1.966667,21.850023,69.206078,-12.054728,0.870762,0.941297,0.144185
119,1.983333,22.543556,69.111877,-13.159249,0.865121,0.941045,0.144146
120,2.000000,23.163860,68.819077,-14.357470,0.859689,0.941230,0.144709
121,2.016667,24.191681,68.807816,-14.334942,0.854266,0.941280,0.143667
122,2.033333,25.723515,68.293808,-16.622906,0.847777,0.940790,0.144528
123,2.050000,25.952253,68.072571,-17.147638,0.842241,0.941066,0.145873
124,2.066667,25.730181,67.995621,-16.197773,0.837733,0.940665,0.145779
125,2.083333,26.270226,67.700607,-17.202782,0.832771,0.940760,0.147528
126,2.100000,25.414425,67.693146,-16.170916,0.827883,0.940417,0.148299
127,2.116667,25.432991,67.553703,-16.175974,0.823788,0.940268,0.149695
128,2.133333,25.866573,67.460838,-16.982889,0.818594,0.939844,0.152098
129,2.150000,24.767735,67.259499,-15.902781,0.814593,0.939521,0.153765
130,2.166667,24.773468,67.225281,-16.469641,0.809870,0.939015,0.156446
131,2.183333,25.132603,67.218582,-16.638777,0.805889,0.938569,0.158694
132,2.200000,25.289869,66.977287,-17.481466,0.801283,0.937950,0.161567
133,2.216667,24.499033,66.549057,-16.034807,0.798431,0.937879,0.163296
134,2.233333,24.562674,66.470032,-16.452208,0.794462,0.937066,0.166778
135,2.250000,24.447311,66.419029,-16.578167,0.790885,0.936505,0.170139
136,2.266667,24.593613,66.237709,-15.939059,0.787493,0.935784,0.172067
137,2.283333,23.766397,66.181229,-16.055246,0.784173,0.935170,0.176969
138,2.300000,22.767017,66.007866,-14.572273,0.781621,0.934461,0.179405
139,2.316667,21.441141,65.917099,-14.120592,0.779157,0.933419,0.184328
140,2.333333,21.046888,65.745193,-13.858282,0.775686,0.933197,0.188416
141,2.350000,20.185066,65.592873,-13.169482,0.773179,0.932296,0.192109
142,2.366667,20.023060,65.689667,-13.596079,0.770796,0.931777,0.196906
143,2.383333,20.313284,65.565109,-13.799916,0.767875,0.931287,0.201075
144,2.400000,19.147202,65.155128,-13.274706,0.765449,0.931040,0.205876
145,2.416667,18.440485,64.565605,-12.631976,0.763521,0.929769,0.209924
146,2.433333,19.288729,65.056740,-13.045251,0.761485,0.929496,0.214031
147,2.450000,18.192650,64.465385,-12.513952,0.759489,0.928932,0.219478
148,2.466667,18.039995,64.421440,-12.190628,0.757813,0.929097,0.223519
149,2.483333,17.053104,64.288330,-10.881792,0.756602,0.928118,0.227601
150,2.500000,16.045166,63.815395,-10.190620,0.755283,0.927402,0.232590
151,2.516667,15.871392,63.621223,-10.687120,0.752974,0.927394,0.238236
152,2.533333,15.487070,63.584465,-10.044705,0.751902,0.926786,0.242480
153,2.550000,15.449779,63.323238,-10.628045,0.749965,0.927107,0.248045
154,2.566667,14.428985,62.752247,-9.936968,0.748735,0.926723,0.253190
155,2.583333,14.719587,62.554253,-10.005634,0.747401,0.926731,0.257702
156,2.600000,14.708819,62.172749,-10.213231,0.745901,0.926393,0.262499
157,2.616667,14.521847,62.100052,-9.179272,0.745730,0.926855,0.266572
158,2.633333,14.559435,61.518047,-9.933128,0.744075,0.926722,0.272381
159,2.650000,13.681058,61.417381,-8.517680,0.744162,0.926799,0.276716
160,2.666667,13.296886,61.034550,-8.911203,0.742994,0.926946,0.282376
161,2.683333,12.378922,60.647804,-8.123346,0.742694,0.927320,0.287485
162,2.700000,11.998057,60.570393,-7.541090,0.742288,0.927924,0.292054
163,2.716667,12.816587,60.255814,-8.476910,0.741237,0.928169,0.296695
164,2.733333,12.219834,59.892647,-7.956719,0.740995,0.929295,0.301592
165,2.750000,12.343117,59.417709,-8.287394,0.740341,0.930402,0.306298
166,2.766667,12.450927,59.037064,-8.155241,0.740519,0.931390,0.310783
167,2.783333,12.694730,58.771011,-8.013069,0.740042,0.933724,0.315022
168,2.800000,12.997209,57.959770,-9.110672,0.739500,0.934891,0.320414
169,2.816667,13.200635,57.558983,-9.053513,0.739953,0.936408,0.324926
170,2.833333,14.048940,57.182426,-9.406609,0.740324,0.937839,0.328509
171,2.850000,13.899644,56.541046,-9.901202,0.740132,0.939937,0.333887
172,2.866667,14.986668,56.324696,-10.336335,0.740719,0.941727,0.337307
173,2.883333,14.563094,55.754475,-11.467070,0.740851,0.943614,0.343667
174,2.900000,14.311666,55.144341,-11.344389,0.742068,0.944796,0.347714
175,2.916667,14.197914,54.948338,-11.312160,0.742832,0.947222,0.352352
176,2.933333,13.884857,54.658920,-11.701898,0.744280,0.948297,0.357175
177,2.950000,13.446856,54.341240,-11.373397,0.745894,0.950440,0.361489
178,2.966667,14.175181,54.107513,-11.727628,0.747702,0.951862,0.365111
179,2.983333,13.120133,53.355618,-11.282286,0.749636,0.953243,0.369737
180,3.000000,13.766971,53.231503,-11.720265,0.752134,0.954159,0.373439
181,3.016667,12.645886,52.634892,-10.919318,0.754914,0.955302,0.377878
182,3.033333,13.111504,52.497318,-10.399340,0.758166,0.956433,0.380483
183,3.050000,12.724031,52.136486,-10.770813,0.760905,0.957071,0.385025
184,3.066667,11.695910,51.585995,-10.030901,0.764673,0.957883,0.388930
185,3.083333,11.715386,51.478569,-10.180881,0.768020,0.958586,0.392736
186,3.100000,11.393695,51.402737,-10.183501,0.771134,0.959264,0.396188
187,3.116667,10.570648,51.003365,-9.489662,0.775606,0.960366,0.399826
188,3.133333,10.074618,50.717773,-9.077227,0.779793,0.960808,0.402803
189,3.150000,10.271195,50.609356,-8.743446,0.783984,0.961942,0.405015
190,3.166667,8.884431,50.431133,-8.394572,0.788717,0.961859,0.409374
191,3.183333,6.170403,50.364368,-4.851095,0.796521,0.961808,0.412156
192,3.200000,8.602387,49.940208,-7.615954,0.798907,0.963979,0.414168
193,3.216667,9.779492,49.552494,-8.510351,0.802346,0.964751,0.415618
194,3.233333,8.121696,49.448341,-6.260621,0.809691,0.966319,0.417921
195,3.250000,7.428741,48.974442,-5.366858,0.815159,0.967676,0.419910
196,3.266667,7.385660,48.918198,-5.569283,0.820813,0.968395,0.421987
197,3.283333,6.342473,48.626453,-5.008762,0.826401,0.968890,0.424274
198,3.300000,6.345671,48.602104,-5.140961,0.831685,0.969981,0.425872
199,3.316667,5.166598,48.369728,-3.332912,0.839410,0.969933,0.426978
200,3.333333,4.873045,48.062443,-3.530016,0.844198,0.970326,0.428463
201,3.350000,3.204714,47.969673,-2.147241,0.850918,0.969917,0.430413
202,3.366667,3.427099,47.369743,-2.329065,0.856542,0.970448,0.431214
203,3.383333,3.478392,47.511730,-2.055824,0.862587,0.970622,0.431715
204,3.400000,3.551271,47.230614,-1.780422,0.868749,0.970386,0.431470
205,3.416667,2.633078,46.855373,-1.212104,0.875307,0.969761,0.432711
206,3.433333,3.361404,47.048641,-0.510415,0.881739,0.969528,0.431185
207,3.450000,3.006392,46.924484,-0.469123,0.887093,0.968775,0.431385
208,3.466667,1.407372,46.525349,0.784761,0.894122,0.967760,0.432154
209,3.483333,1.827024,46.309978,0.187630,0.898696,0.967714,0.431550
210,3.500000,0.699217,46.240631,1.723878,0.906468,0.965658,0.430738
211,3.516667,0.746016,45.749695,1.218308,0.910804,0.965600,0.430535
212,3.533333,-0.038782,45.649765,2.846519,0.917997,0.964325,0.429021
213,3.550000,0.124229,45.508991,2.652124,0.923099,0.963755,0.427569
214,3.566667,-0.102845,45.438751,3.554164,0.928831,0.962482,0.425830
215,3.583333,0.025366,45.619217,4.070729,0.934580,0.961861,0.423595
216,3.600000,-0.021473,45.334229,4.008373,0.939661,0.960562,0.421990
217,3.616667,-1.612306,44.871895,4.682019,0.944382,0.959373,0.421346
218,3.633333,-0.689393,44.986008,5.214035,0.949814,0.959357,0.417693
219,3.650000,-0.804104,45.012619,5.443297,0.954439,0.958043,0.415171
220,3.666667,-1.207155,45.027252,6.381159,0.959693,0.957295,0.412380
221,3.683333,-1.626351,44.782272,6.490725,0.963534,0.957195,0.410182
222,3.700000,-2.151579,44.654240,7.180171,0.967251,0.956719,0.407364
223,3.716667,-1.199104,44.638783,6.553694,0.970615,0.956238,0.403983
224,3.733333,-1.408654,44.652901,7.175075,0.974502,0.955465,0.400460
225,3.750000,-1.650887,44.111454,7.538458,0.977863,0.955034,0.397115
226,3.766667,-1.083458,44.361622,6.671603,0.979973,0.954646,0.393848
227,3.783333,-0.962280,44.249226,6.572998,0.982700,0.954063,0.390470
228,3.800000,-1.197937,44.317680,7.992531,0.985922,0.954088,0.385515
229,3.816667,-1.681863,43.825882,7.663031,0.987776,0.953536,0.382557
230,3.833333,-1.245993,43.856323,8.035474,0.989586,0.953000,0.377702
231,3.850000,-1.405125,43.502022,7.186913,0.990633,0.953018,0.374720
232,3.866667,-1.106794,43.785305,7.384352,0.992408,0.952678,0.369831
233,3.883333,-0.502536,43.466534,6.154681,0.991476,0.952546,0.365667
234,3.900000,-1.073880,43.560783,7.769704,0.993821,0.953039,0.360532
235,3.916667,-0.421354,43.400944,7.316241,0.994027,0.952562,0.355626
236,3.933333,-0.464905,43.546944,7.275513,0.993904,0.952790,0.351052
237,3.950000,-0.111807,43.356495,7.537147,0.994477,0.952802,0.345884
238,3.966667,0.243537,43.708633,6.437775,0.992354,0.952364,0.341310
239,3.983333,0.731629,43.355137,6.802744,0.992589,0.952597,0.336093
240,4.000000,0.459747,43.188049,6.729714,0.991305,0.953011,0.331386
241,4.016667,0.574096,43.166748,7.009417,0.990422,0.953068,0.326024
242,4.033333,1.948538,43.508202,5.211660,0.987436,0.952601,0.320745
243,4.050000,3.019850,43.422855,4.317060,0.984866,0.952313,0.315455
244,4.066667,2.071362,43.229729,5.479418,0.984621,0.952149,0.310486
245,4.083333,2.731449,43.237911,4.753751,0.982008,0.952050,0.305311
246,4.100000,3.387767,43.279343,4.188970,0.980180,0.951122,0.299727
247,4.116667,3.424228,43.112152,4.371882,0.977788,0.951047,0.294553
248,4.133333,3.676136,43.006302,3.924727,0.974974,0.950653,0.289447
249,4.150000,3.662869,42.912971,4.177832,0.972496,0.950470,0.284096
250,4.166667,3.665218,43.119320,4.416416,0.969915,0.949569,0.278641
251,4.183333,4.269715,43.018085,3.706105,0.966566,0.949465,0.273399
252,4.200000,4.611482,42.956718,3.301838,0.962929,0.949248,0.268511
253,4.216667,4.518858,43.337181,3.462913,0.960403,0.948473,0.263207
254,4.233333,5.265800,43.175079,3.323860,0.956792,0.948830,0.257701
255,4.250000,5.933099,43.309620,2.096247,0.952447,0.948590,0.252878
256,4.266667,6.829692,43.622616,2.072366,0.948813,0.949280,0.247219
257,4.283333,7.454056,43.722580,1.481529,0.944799,0.949219,0.242083
258,4.300000,7.145049,43.918224,1.346549,0.941051,0.949153,0.237731
259,4.316667,7.176782,43.884972,0.967499,0.937021,0.948976,0.233463
260,4.333333,8.054556,43.916187,0.883277,0.933265,0.949821,0.228252
261,4.350000,7.856278,44.146126,1.534639,0.929729,0.950482,0.223755
262,4.366667,8.096136,44.000153,1.502287,0.925663,0.950716,0.219156
263,4.383333,7.886968,44.195980,1.889890,0.922110,0.951180,0.215027
264,4.400000,8.495450,44.208637,1.379660,0.917074,0.951756,0.210748
265,4.416667,8.781196,44.469082,1.263638,0.913026,0.952938,0.206860
266,4.433333,8.118018,44.705421,1.518470,0.909225,0.952411,0.203477
267,4.450000,9.275553,45.020069,1.328636,0.904240,0.954445,0.198879
268,4.466667,8.669300,45.039635,1.251477,0.900328,0.954174,0.196450
269,4.483333,9.059287,45.034519,1.422010,0.896024,0.954863,0.192420
270,4.500000,9.326762,44.931232,1.555806,0.891262,0.955095,0.189260
271,4.516667,9.753022,45.662998,1.400057,0.886348,0.955760,0.185977
272,4.533333,9.232265,45.565861,1.148673,0.881689,0.954664,0.184042
273,4.550000,9.623052,45.648457,1.279070,0.876985,0.954917,0.181104
274,4.566667,9.465096,45.734753,1.689125,0.872601,0.955267,0.178687
275,4.583333,10.661349,46.036983,0.499902,0.867007,0.954948,0.176282
276,4.600000,11.460917,45.794769,-0.724046,0.860657,0.954670,0.174412
277,4.616667,11.151131,45.823578,-0.350531,0.856338,0.954101,0.172789
278,4.633333,11.926478,46.070530,-0.805130,0.850884,0.953863,0.170871
279,4.650000,12.538805,46.363960,-1.119610,0.845877,0.953237,0.169284
280,4.666667,12.298464,46.461700,-1.151097,0.841055,0.952975,0.168820
281,4.683333,12.546219,46.697304,-1.370401,0.835524,0.952519,0.168047
282,4.700000,12.659173,46.684872,-1.061258,0.830777,0.952158,0.167178
283,4.716667,12.616678,46.704948,-0.913347,0.825814,0.951565,0.166774
284,4.733333,12.075086,46.955795,-0.397937,0.821680,0.951447,0.167334
285,4.750000,13.067066,46.855862,-1.530014,0.815618,0.951331,0.167365
286,4.766667,13.544815,46.914780,-2.271219,0.810214,0.951407,0.168049
287,4.783333,14.230167,46.934528,-3.218208,0.804085,0.951106,0.168864
288,4.800000,14.248282,47.192966,-3.355856,0.799421,0.950897,0.170124
289,4.816667,14.919657,47.613571,-3.074013,0.794850,0.951121,0.170266
290,4.833333,15.525194,47.266850,-4.476834,0.788575,0.950494,0.172404
291,4.850000,14.228672,47.497189,-3.590411,0.784606,0.950513,0.175245
292,4.866667,14.097096,47.324993,-4.100850,0.779092,0.950317,0.177987
293,4.883333,15.120152,47.770462,-4.688292,0.774395,0.949534,0.179476
294,4.900000,14.342125,47.800251,-3.811193,0.770375,0.949557,0.182348
295,4.916667,14.152422,48.078930,-3.324652,0.766703,0.948914,0.184408
296,4.933333,14.395963,48.042526,-4.683531,0.760723,0.948477,0.188421
297,4.950000,13.995277,48.095364,-4.026934,0.757317,0.948074,0.191873
298,4.966667,14.923782,47.902596,-5.468962,0.751387,0.947707,0.195439
299,4.983333,14.296376,48.178249,-5.103183,0.748450,0.947042,0.199912
300,5.000000,14.845374,48.319820,-6.056835,0.743351,0.946469,0.203530
301,5.016667,14.618207,48.388268,-5.779950,0.739489,0.946240,0.207777
302,5.033333,13.942990,48.688686,-5.383035,0.736169,0.945316,0.212352
303,5.050000,13.766714,48.984089,-4.713120,0.733113,0.944886,0.216140
304,5.066667,13.275627,48.876316,-4.952430,0.729271,0.944498,0.221757
305,5.083333,13.436089,49.156075,-5.064512,0.725416,0.944087,0.226465
306,5.100000,12.879889,49.229145,-5.218368,0.722063,0.943891,0.231966
307,5.116667,12.550192,48.964821,-4.867939,0.718992,0.943468,0.237132
308,5.133333,12.864835,49.140266,-5.844631,0.714913,0.942882,0.242637
309,5.150000,12.606734,49.035614,-5.717679,0.712503,0.942481,0.248217
310,5.166667,12.674890,49.266964,-6.283640,0.708838,0.942260,0.254149
311,5.183333,12.129503,49.365376,-5.299196,0.707020,0.941420,0.258965
312,5.200000,12.052325,49.238659,-6.133423,0.703740,0.941097,0.265480
313,5.216667,11.682957,49.538395,-5.207177,0.701770,0.940643,0.270663
314,5.233333,11.267081,49.638084,-5.708705,0.698487,0.939881,0.277220
315,5.250000,10.903705,49.859074,-4.776394,0.697100,0.939692,0.282591
316,5.266667,10.553810,49.775925,-4.831508,0.694502,0.939223,0.288651
317,5.283333,10.181176,50.040318,-4.508048,0.692550,0.938882,0.294583
318,5.300000,10.526883,49.835018,-5.571688,0.689697,0.938370,0.300773
319,5.316667,9.546628,50.051868,-4.833506,0.688099,0.937835,0.307176
320,5.333333,10.025406,50.254547,-5.059358,0.686182,0.937916,0.312251
321,5.350000,8.667278,50.263443,-3.751090,0.685660,0.937092,0.318474
322,5.366667,8.842492,50.079781,-4.667129,0.683004,0.936633,0.324620
323,5.383333,8.978169,50.514542,-4.195330,0.681790,0.936155,0.329900
324,5.400000,8.646939,50.381424,-4.585098,0.679982,0.935625,0.336375
325,5.416667,8.111485,50.316582,-3.853530,0.678655,0.935596,0.341735
326,5.433333,7.766964,50.296486,-4.249585,0.677484,0.934734,0.348033
327,5.450000,7.449163,50.427429,-3.256030,0.676655,0.934983,0.352957
328,5.466667,8.003673,50.443401,-4.241286,0.674851,0.934848,0.358500
329,5.483333,7.330075,50.002670,-3.668880,0.674079,0.934104,0.363749
330,5.500000,7.485885,50.284386,-4.207602,0.672242,0.934621,0.369394
331,5.516667,7.205246,50.082867,-4.585186,0.671337,0.933977,0.375223
332,5.533333,7.560081,50.162800,-5.118662,0.669973,0.934072,0.380107
333,5.550000,7.836467,50.368744,-4.855743,0.669296,0.933719,0.384345
334,5.566667,7.593491,50.425373,-4.497533,0.668989,0.933581,0.389260
335,5.583333,7.606649,50.231213,-4.948220,0.667708,0.933783,0.394248
336,5.600000,7.226307,50.226368,-4.580767,0.667496,0.933114,0.398612
337,5.616667,7.310882,50.361538,-3.771719,0.667583,0.933409,0.402341
338,5.633333,6.910363,49.972862,-3.795209,0.666944,0.933216,0.407151
339,5.650000,7.253734,50.388477,-3.440167,0.667497,0.933329,0.410549
340,5.666667,7.158019,50.160446,-4.330721,0.666058,0.933506,0.415526
341,5.683333,7.489373,49.806896,-5.127400,0.665190,0.933713,0.419874
342,5.700000,7.683521,50.093433,-4.053849,0.666448,0.933667,0.422329
343,5.716667,7.766567,49.766392,-4.830162,0.665508,0.933923,0.426951
344,5.733333,7.806313,49.703789,-4.789429,0.665434,0.934453,0.430226
345,5.750000,8.191146,49.965733,-4.766546,0.666387,0.934272,0.433419
346,5.766667,7.500365,49.752522,-4.331130,0.666249,0.935413,0.437111
347,5.783333,7.075745,49.761196,-3.918615,0.666954,0.935259,0.440148
348,5.800000,6.655346,49.813168,-3.530294,0.667955,0.935188,0.443590
349,5.816667,7.419125,49.643795,-4.531166,0.667319,0.936082,0.446876
350,5.833333,7.312976,49.491089,-4.073630,0.668242,0.936319,0.449402
351,5.850000,7.840521,49.489491,-4.898127,0.668547,0.936739,0.452330
352,5.866667,7.723091,49.432106,-4.544086,0.669146,0.937502,0.455060
353,5.883333,7.624362,49.071289,-4.431645,0.669916,0.937662,0.457569
